ticket_id,timestamp,alert_severity,alert_type,source_ip,dest_asset,assigned_analyst,time_to_acknowledge,time_to_close,resolution_notes,escalated,shift
TKT-002369,2026-09-11T21:00:58.750880,MEDIUM,SQL Injection,10.14.32.108,hr-ws-23,Deepa Reddy,307,619,Triaged SQL Injection alert from hr-ws-23. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,SWING
TKT-002867,2026-09-04T11:12:25.068878,HIGH,DDoS Attack,10.90.209.89,prod-web-45,Sanjay Gupta,255,5330,Investigated DDoS Attack on prod-web-45. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,DAY
TKT-005641,2026-09-11T01:39:42.318836,LOW,Phishing Email,10.185.231.125,dev-ws-35,Pooja Chauhan,855,1335,Performed deep-dive on Phishing Email. Memory dump analysis showed no IOCs. Likely caused by misconfigured service account. Closing as benign.,False,NIGHT
TKT-004700,2026-08-23T07:11:46.098692,HIGH,Port Scan,10.183.30.143,net-fw-40,Rajesh Kumar,83,3373,Detected Port Scan pattern on net-fw-40. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,True,DAY
TKT-006442,2026-08-30T21:53:52.952629,LOW,Insider Threat,10.181.118.166,hr-ws-23,Deepa Reddy,837,540,Detected Insider Threat pattern on hr-ws-23. Updated IDS signatures and added source to watchlist. scheduled maintenance script execution confirmed.,False,SWING
TKT-003590,2026-09-02T19:51:23.225397,LOW,Lateral Movement,10.208.205.180,stg-app-19,Deepa Reddy,398,833,"Escalated Lateral Movement to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,SWING
TKT-009096,2026-09-11T18:58:17.785207,MEDIUM,Port Scan,10.73.135.34,prod-db-17,Deepa Reddy,233,2968,Confirmed true positive for Port Scan. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,SWING
TKT-006727,2026-09-09T14:35:01.731379,LOW,DNS Tunneling,10.45.198.151,hr-ws-23,Kavita Deshmukh,640,1272,Investigated DNS Tunneling on hr-ws-23. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,SWING
TKT-003270,2026-09-03T08:42:31.518221,LOW,SQL Injection,10.2.90.21,net-sw-26,Sunita Rao,188,1690,Triaged SQL Injection alert from net-sw-26. Correlated with SIEM logs — determined to be benign activity from scheduled test traffic from red-team exercise.,False,DAY
TKT-001932,2026-08-14T21:39:38.398647,MEDIUM,Brute Force Attempt,10.56.163.245,hr-ws-23,Kavita Deshmukh,168,1033,Confirmed true positive for Brute Force Attempt. Blocked source IP at perimeter firewall. Notified asset owner in HR.,False,SWING
TKT-008209,2026-09-10T17:30:46.362139,MEDIUM,Ransomware,10.187.2.27,fin-ws-37,Kavita Deshmukh,382,1525,Reviewed Ransomware targeting fin-ws-37. Source identified as internal penetration test. Verified with Finance team lead.,True,SWING
TKT-008707,2026-08-22T06:05:14.417891,MEDIUM,Phishing Email,10.120.62.159,stg-app-4,Arjun Nair,554,627,Performed deep-dive on Phishing Email. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,True,DAY
TKT-000762,2026-09-04T12:19:44.272568,HIGH,Privilege Escalation,10.135.174.248,dev-ws-20,Rohit Malhotra,260,7104,Triaged Privilege Escalation alert from dev-ws-20. Correlated with SIEM logs — determined to be benign activity from scheduled legitimate admin remote session.,False,DAY
TKT-002136,2026-08-17T14:18:14.244706,LOW,XSS Attack,10.226.165.112,stg-web-18,Arjun Nair,178,1096,Confirmed true positive for XSS Attack. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
TKT-003494,2026-08-26T05:39:59.089707,CRITICAL,DDoS Attack,10.70.38.42,fin-ws-7,Amit Verma,63,6771,Reviewed DDoS Attack targeting fin-ws-7. Source identified as internal penetration test. Verified with Finance team lead.,True,NIGHT
TKT-009909,2026-09-09T00:38:59.394637,MEDIUM,Insider Threat,10.113.83.138,exec-ws-39,Sunita Rao,177,987,Investigated Insider Threat on exec-ws-39. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,True,NIGHT
TKT-000096,2026-08-26T00:59:29.107655,CRITICAL,Insider Threat,10.164.53.220,corp-ws-6,Arjun Nair,2,8,No threat detected upon investigation.,False,NIGHT
TKT-004412,2026-08-19T00:49:23.904289,MEDIUM,Data Exfiltration,10.89.144.68,net-sw-11,Arjun Nair,289,1355,Performed deep-dive on Data Exfiltration. Memory dump analysis showed no IOCs. Likely caused by scheduled maintenance script execution. Closing as benign.,False,NIGHT
TKT-009386,2026-08-15T00:45:29.947792,LOW,Privilege Escalation,10.78.167.89,prod-web-45,Meera Iyer,354,1777,Detected Privilege Escalation pattern on prod-web-45. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,NIGHT
TKT-001416,2026-08-14T06:31:50.524315,LOW,Phishing Email,10.230.71.167,prod-db-32,Sunita Rao,773,1191,Reviewed Phishing Email targeting prod-db-32. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,DAY
TKT-000328,2026-08-13T19:28:02.863963,MEDIUM,Insider Threat,10.219.103.177,net-sw-11,Meera Iyer,195,3262,Ticket auto-closed after initial review.,False,SWING
TKT-002618,2026-08-29T04:37:02.590706,HIGH,Privilege Escalation,10.101.127.212,prod-web-45,Priya Patel,143,5470,Confirmed true positive for Privilege Escalation. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,NIGHT
TKT-005444,2026-08-23T18:15:01.854303,LOW,Ransomware,10.92.199.89,fin-ws-22,Meera Iyer,126,1011,"Escalated Ransomware to Tier-2. Forensic analysis revealed test traffic from red-team exercise. Remediation applied, monitoring for recurrence.",False,SWING
TKT-008511,2026-09-11T22:43:05.030394,HIGH,XSS Attack,10.31.26.208,prod-db-2,Meera Iyer,294,4346,Performed deep-dive on XSS Attack. Memory dump analysis showed no IOCs. Likely caused by expired SSL certificate renewal process. Closing as benign.,False,NIGHT
TKT-002363,2026-09-08T11:24:30.691641,MEDIUM,Ransomware,10.219.81.219,stg-app-19,Amit Verma,421,3308,Performed deep-dive on Ransomware. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,DAY
TKT-001551,2026-09-09T22:36:41.769789,MEDIUM,C2 Communication,10.95.38.4,fin-ws-7,Priya Patel,585,2646,Triaged C2 Communication alert from fin-ws-7. Correlated with SIEM logs — determined to be benign activity from scheduled outdated vulnerability scanner signatures.,False,NIGHT
TKT-002484,2026-09-07T01:04:38.228952,LOW,Phishing Email,10.45.51.229,stg-web-3,Ananya Sharma,130,907,Investigated Phishing Email on stg-web-3. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,NIGHT
TKT-000474,2026-09-06T00:01:00.031518,MEDIUM,Privilege Escalation,10.154.251.203,corp-ws-21,Pooja Chauhan,426,898,Resolved per SOP.,False,NIGHT
TKT-005106,2026-08-29T13:53:28.544863,LOW,C2 Communication,10.89.177.174,stg-web-3,Ananya Sharma,561,1428,Detected C2 Communication pattern on stg-web-3. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,DAY
TKT-009460,2026-09-02T19:02:59.823195,HIGH,Brute Force Attempt,10.47.47.113,mail-srv-27,Neha Joshi,150,5325,Reviewed Brute Force Attempt targeting mail-srv-27. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
TKT-009134,2026-09-11T00:24:10.642801,HIGH,Malware Detection,10.12.69.170,net-fw-10,Rohit Malhotra,268,1455,Triaged Malware Detection alert from net-fw-10. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,True,NIGHT
TKT-004216,2026-08-26T12:51:31.321030,HIGH,Insider Threat,10.115.122.239,prod-web-45,Neha Joshi,68,1087,Reviewed Insider Threat targeting prod-web-45. Source identified as internal penetration test. Verified with Engineering team lead.,False,DAY
TKT-003748,2026-08-23T07:05:39.314404,CRITICAL,DDoS Attack,10.86.91.80,fin-ws-22,Priya Patel,11,7533,Performed deep-dive on DDoS Attack. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,False,DAY
TKT-005034,2026-09-05T10:07:39.376176,LOW,SQL Injection,10.230.125.230,prod-db-17,Priya Patel,556,971,"Responded to SQL Injection on prod-db-17. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",False,DAY
TKT-000367,2026-09-04T12:34:15.605247,MEDIUM,XSS Attack,10.254.15.98,fin-ws-37,Amit Verma,496,1307,No threat detected upon investigation.,False,DAY
TKT-007259,2026-09-04T15:49:50.767694,LOW,DDoS Attack,10.138.231.135,vpn-gw-14,Sunita Rao,799,722,Performed deep-dive on DDoS Attack. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,SWING
TKT-009586,2026-09-05T08:50:20.594780,LOW,DDoS Attack,10.71.5.216,stg-app-19,Meera Iyer,748,732,Performed deep-dive on DDoS Attack. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,DAY
TKT-002198,2026-09-05T04:17:03.515343,MEDIUM,Brute Force Attempt,10.39.0.36,prod-web-30,Rohit Malhotra,483,2301,Detected Brute Force Attempt pattern on prod-web-30. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,NIGHT
TKT-008132,2026-09-08T03:22:42.855830,MEDIUM,Unauthorized Access,10.207.20.71,file-srv-13,Vikram Singh,445,820,Detected Unauthorized Access pattern on file-srv-13. Updated IDS signatures and added source to watchlist. scheduled maintenance script execution confirmed.,False,NIGHT
TKT-004680,2026-09-07T01:35:50.525965,CRITICAL,SQL Injection,10.130.240.27,fin-ws-37,Rohit Malhotra,29,13840,Detected SQL Injection pattern on fin-ws-37. Updated IDS signatures and added source to watchlist. test traffic from red-team exercise confirmed.,False,NIGHT
TKT-007363,2026-08-16T05:51:19.526599,HIGH,Data Exfiltration,10.81.107.173,prod-db-17,Priya Patel,184,5479,Investigated Data Exfiltration on prod-db-17. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,True,NIGHT
TKT-005763,2026-08-28T20:59:41.389096,CRITICAL,DDoS Attack,10.227.31.89,prod-web-45,Sanjay Gupta,109,6021,Reviewed DDoS Attack targeting prod-web-45. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-005540,2026-08-31T22:19:38.703243,MEDIUM,Data Exfiltration,10.40.171.59,net-fw-25,Karan Mehta,446,1424,Reviewed Data Exfiltration targeting net-fw-25. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,NIGHT
TKT-007973,2026-09-03T02:33:11.129400,MEDIUM,Privilege Escalation,10.184.127.194,net-fw-25,Amit Verma,245,2934,Triaged Privilege Escalation alert from net-fw-25. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,NIGHT
TKT-009098,2026-08-31T03:38:16.569039,MEDIUM,Port Scan,10.247.170.28,exec-ws-9,Rajesh Kumar,440,602,Reviewed Port Scan targeting exec-ws-9. Source identified as internal penetration test. Verified with Executive Office team lead.,False,NIGHT
TKT-004755,2026-08-16T23:29:39.356890,MEDIUM,XSS Attack,10.137.211.80,net-fw-25,Pooja Chauhan,471,3406,Triaged XSS Attack alert from net-fw-25. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,False,NIGHT
TKT-003716,2026-09-11T22:30:12.599897,LOW,XSS Attack,10.170.13.145,fin-ws-22,Meera Iyer,845,306,Detected XSS Attack pattern on fin-ws-22. Updated IDS signatures and added source to watchlist. legitimate admin remote session confirmed.,False,NIGHT
TKT-005307,2026-09-10T17:21:15.201212,LOW,Port Scan,10.157.24.89,net-fw-25,Sunita Rao,770,1469,Triaged Port Scan alert from net-fw-25. Correlated with SIEM logs — determined to be benign activity from scheduled outdated vulnerability scanner signatures.,False,SWING
TKT-006538,2026-08-18T18:45:05.382622,LOW,DNS Tunneling,10.163.140.3,stg-web-3,Rohit Malhotra,247,1271,Reviewed DNS Tunneling targeting stg-web-3. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-004372,2026-09-02T12:23:44.177679,MEDIUM,XSS Attack,10.138.116.125,net-sw-26,Sunita Rao,205,1206,Performed deep-dive on XSS Attack. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,DAY
TKT-002775,2026-08-18T05:23:39.922472,HIGH,C2 Communication,10.253.68.3,stg-web-3,Priya Patel,165,4329,Detected C2 Communication pattern on stg-web-3. Updated IDS signatures and added source to watchlist. expired SSL certificate renewal process confirmed.,True,NIGHT
TKT-009702,2026-08-18T16:45:29.310483,CRITICAL,Ransomware,10.133.61.149,file-srv-28,Sanjay Gupta,25,5922,"Responded to Ransomware on file-srv-28. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,SWING
TKT-003262,2026-08-27T23:57:21.467655,CRITICAL,XSS Attack,10.239.90.50,exec-ws-39,Priya Patel,103,2698,"Escalated XSS Attack to Tier-2. Forensic analysis revealed legacy application compatibility issue. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-002218,2026-09-02T17:39:54.138283,LOW,Data Exfiltration,10.14.48.246,hr-ws-38,Priya Patel,501,396,Investigated Data Exfiltration on hr-ws-38. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,SWING
TKT-003800,2026-09-06T01:39:30.949889,MEDIUM,C2 Communication,10.64.214.189,mail-srv-12,Deepa Reddy,306,3491,"Responded to C2 Communication on mail-srv-12. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,NIGHT
TKT-003035,2026-09-10T04:36:09.100991,LOW,SQL Injection,10.204.190.212,net-fw-25,Sunita Rao,811,966,"Responded to SQL Injection on net-fw-25. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",False,NIGHT
TKT-002189,2026-08-20T00:57:57.166288,MEDIUM,Ransomware,10.255.187.116,prod-db-32,Deepa Reddy,423,1087,Triaged Ransomware alert from prod-db-32. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,NIGHT
TKT-008873,2026-08-26T09:33:06.420196,HIGH,Data Exfiltration,10.59.187.125,stg-app-4,Pooja Chauhan,83,4105,Triaged Data Exfiltration alert from stg-app-4. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,False,DAY
TKT-009111,2026-09-03T04:20:11.893324,HIGH,Data Exfiltration,10.68.192.86,net-sw-41,Rohit Malhotra,267,6338,Detected Data Exfiltration pattern on net-sw-41. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,False,NIGHT
TKT-002663,2026-09-07T01:30:26.698885,LOW,DDoS Attack,10.23.178.126,net-sw-11,Sunita Rao,359,1018,Performed deep-dive on DDoS Attack. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,NIGHT
TKT-000084,2026-09-08T20:16:22.272790,CRITICAL,Data Exfiltration,10.251.52.224,prod-web-45,Deepa Reddy,1,12,Ticket auto-closed after initial review.,False,SWING
TKT-003579,2026-08-28T20:19:11.549066,MEDIUM,SQL Injection,10.216.226.42,prod-db-17,Pooja Chauhan,588,2341,"Escalated SQL Injection to Tier-2. Forensic analysis revealed network topology change during patching. Remediation applied, monitoring for recurrence.",False,SWING
TKT-006691,2026-08-30T17:58:51.533528,LOW,DNS Tunneling,10.65.185.124,stg-web-33,Meera Iyer,572,425,Detected DNS Tunneling pattern on stg-web-33. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,SWING
TKT-007461,2026-08-20T02:59:39.249750,LOW,Unauthorized Access,10.231.186.229,stg-web-18,Neha Joshi,381,1565,"Responded to Unauthorized Access on stg-web-18. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",False,NIGHT
TKT-002694,2026-08-14T11:10:18.006430,MEDIUM,DDoS Attack,10.152.37.138,net-sw-26,Amit Verma,254,1197,Investigated DDoS Attack on net-sw-26. Contained threat by isolating the host and running full AV scan. Root cause: scheduled maintenance script execution.,False,DAY
TKT-006649,2026-08-16T21:18:44.042529,LOW,Unauthorized Access,10.208.92.166,vpn-gw-14,Rajesh Kumar,537,747,Detected Unauthorized Access pattern on vpn-gw-14. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,False,SWING
TKT-005564,2026-09-04T18:32:30.055930,LOW,Data Exfiltration,10.112.188.132,stg-web-33,Rajesh Kumar,127,581,Confirmed true positive for Data Exfiltration. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
TKT-005534,2026-08-26T19:00:38.975386,LOW,Insider Threat,10.110.194.208,prod-web-45,Rajesh Kumar,450,992,Investigated Insider Threat on prod-web-45. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,SWING
TKT-005917,2026-08-18T05:44:34.753844,HIGH,C2 Communication,10.87.35.33,net-fw-40,Sanjay Gupta,135,5476,Confirmed true positive for C2 Communication. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,NIGHT
TKT-008706,2026-09-01T16:53:00.970822,LOW,Port Scan,10.64.116.173,file-srv-13,Deepa Reddy,298,489,"Responded to Port Scan on file-srv-13. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",True,SWING
TKT-003122,2026-09-09T06:40:14.869633,LOW,Phishing Email,10.68.214.222,prod-db-32,Sanjay Gupta,264,591,"Responded to Phishing Email on prod-db-32. Quarantined suspicious binary, submitted hash to local sandbox. Result: test traffic from red-team exercise.",False,DAY
TKT-009989,2026-09-09T18:55:06.561933,CRITICAL,C2 Communication,10.246.252.4,prod-db-32,Sunita Rao,49,11797,"Escalated C2 Communication to Tier-2. Forensic analysis revealed outdated vulnerability scanner signatures. Remediation applied, monitoring for recurrence.",False,SWING
TKT-008295,2026-09-04T01:31:30.612798,MEDIUM,Insider Threat,10.42.78.221,net-sw-11,Amit Verma,156,2522,Investigated Insider Threat on net-sw-11. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,True,NIGHT
TKT-006635,2026-09-03T18:06:35.427595,HIGH,Malware Detection,10.182.209.182,prod-db-32,Sunita Rao,194,6854,Detected Malware Detection pattern on prod-db-32. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,SWING
TKT-004617,2026-08-21T00:00:40.742887,HIGH,Unauthorized Access,10.5.59.239,fin-ws-7,Arjun Nair,223,5439,Performed deep-dive on Unauthorized Access. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,NIGHT
TKT-009046,2026-08-22T00:12:20.792577,LOW,Data Exfiltration,10.47.250.210,dev-ws-20,Rohit Malhotra,415,1074,Confirmed true positive for Data Exfiltration. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,NIGHT
TKT-001606,2026-09-05T04:39:26.703753,CRITICAL,C2 Communication,10.98.220.98,file-srv-13,Rohit Malhotra,14,5307,Detected C2 Communication pattern on file-srv-13. Updated IDS signatures and added source to watchlist. legitimate admin remote session confirmed.,True,NIGHT
TKT-002963,2026-08-24T14:48:51.908123,MEDIUM,Port Scan,10.158.45.125,exec-ws-24,Vikram Singh,495,2889,Reviewed Port Scan targeting exec-ws-24. Source identified as internal penetration test. Verified with Executive Office team lead.,True,SWING
TKT-003059,2026-08-21T21:03:36.111141,HIGH,Lateral Movement,10.174.86.142,prod-app-1,Amit Verma,86,1403,"Escalated Lateral Movement to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,SWING
TKT-008538,2026-08-15T17:07:16.089878,CRITICAL,DNS Tunneling,10.218.61.122,prod-app-31,Rohit Malhotra,79,10910,Investigated DNS Tunneling on prod-app-31. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,True,SWING
TKT-001491,2026-09-09T00:46:57.382385,HIGH,C2 Communication,10.117.57.144,prod-web-30,Rajesh Kumar,94,1844,"Responded to C2 Communication on prod-web-30. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",False,NIGHT
TKT-001132,2026-08-30T13:34:23.432566,MEDIUM,Privilege Escalation,10.98.140.73,dev-ws-5,Deepa Reddy,413,1525,Performed deep-dive on Privilege Escalation. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,False,DAY
TKT-005627,2026-08-15T11:57:52.875245,MEDIUM,Privilege Escalation,10.103.197.166,corp-ws-36,Karan Mehta,535,1530,Confirmed true positive for Privilege Escalation. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,DAY
TKT-004628,2026-09-02T00:50:12.106827,LOW,C2 Communication,10.129.234.79,mail-srv-12,Sanjay Gupta,823,405,"Responded to C2 Communication on mail-srv-12. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,NIGHT
TKT-009289,2026-08-21T01:49:16.475054,MEDIUM,Phishing Email,10.64.190.48,corp-ws-21,Arjun Nair,399,1758,Detected Phishing Email pattern on corp-ws-21. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,NIGHT
TKT-009362,2026-09-11T22:08:49.064164,CRITICAL,Phishing Email,10.171.12.130,corp-ws-36,Rohit Malhotra,61,6121,Reviewed Phishing Email targeting corp-ws-36. Source identified as internal penetration test. Verified with Operations team lead.,True,NIGHT
TKT-005963,2026-08-23T21:21:22.644143,LOW,Phishing Email,10.68.230.245,net-fw-25,Pooja Chauhan,159,1426,Triaged Phishing Email alert from net-fw-25. Correlated with SIEM logs — determined to be benign activity from scheduled outdated vulnerability scanner signatures.,False,SWING
TKT-007446,2026-09-09T11:22:03.335963,LOW,XSS Attack,10.173.165.96,file-srv-28,Priya Patel,683,1691,"Responded to XSS Attack on file-srv-28. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",False,DAY
TKT-005071,2026-08-21T07:57:49.848400,MEDIUM,Data Exfiltration,10.76.121.159,dev-ws-35,Arjun Nair,540,2352,Performed deep-dive on Data Exfiltration. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,DAY
TKT-002412,2026-08-17T12:18:58.964205,LOW,Unauthorized Access,10.58.228.179,net-sw-11,Sanjay Gupta,140,694,Performed deep-dive on Unauthorized Access. Memory dump analysis showed no IOCs. Likely caused by misconfigured service account. Closing as benign.,False,DAY
TKT-007695,2026-08-30T09:10:37.786714,CRITICAL,SQL Injection,10.4.195.43,file-srv-43,Kavita Deshmukh,51,1995,Confirmed true positive for SQL Injection. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,True,DAY
TKT-000467,2026-09-03T12:12:32.701628,HIGH,DDoS Attack,10.151.104.193,net-fw-10,Pooja Chauhan,46,3838,Resolved per SOP.,False,DAY
TKT-007139,2026-08-28T23:53:42.948338,MEDIUM,Privilege Escalation,10.122.77.189,dev-ws-35,Rohit Malhotra,310,3083,Investigated Privilege Escalation on dev-ws-35. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,NIGHT
TKT-006936,2026-08-25T17:38:02.766039,HIGH,Data Exfiltration,10.141.65.253,prod-web-30,Amit Verma,250,4842,Investigated Data Exfiltration on prod-web-30. Contained threat by isolating the host and running full AV scan. Root cause: legacy application compatibility issue.,True,SWING
TKT-003650,2026-09-05T09:03:52.549833,CRITICAL,Unauthorized Access,10.31.217.230,net-fw-10,Pooja Chauhan,26,4189,Reviewed Unauthorized Access targeting net-fw-10. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,True,DAY
TKT-005930,2026-08-26T03:33:27.496709,LOW,DDoS Attack,10.5.76.212,fin-ws-7,Rohit Malhotra,562,1098,Performed deep-dive on DDoS Attack. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,NIGHT
TKT-007527,2026-08-23T13:00:47.555650,LOW,XSS Attack,10.212.238.222,fin-ws-37,Sunita Rao,805,1360,Reviewed XSS Attack targeting fin-ws-37. Source identified as internal penetration test. Verified with Finance team lead.,False,DAY
TKT-009356,2026-08-18T21:55:38.161305,LOW,Data Exfiltration,10.174.38.111,file-srv-28,Rajesh Kumar,516,1441,Confirmed true positive for Data Exfiltration. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,SWING
TKT-008269,2026-08-25T13:24:24.609957,LOW,Privilege Escalation,10.67.36.102,dev-ws-20,Deepa Reddy,349,1674,Confirmed true positive for Privilege Escalation. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,DAY
TKT-002725,2026-09-05T19:12:46.709764,MEDIUM,Ransomware,10.124.26.183,fin-ws-7,Sunita Rao,538,1561,Investigated Ransomware on fin-ws-7. Contained threat by isolating the host and running full AV scan. Root cause: misconfigured service account.,False,SWING
TKT-007948,2026-08-23T14:51:38.412389,MEDIUM,Lateral Movement,10.32.113.251,mail-srv-12,Meera Iyer,178,2044,Triaged Lateral Movement alert from mail-srv-12. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,SWING
TKT-008150,2026-09-09T07:50:37.624513,MEDIUM,Insider Threat,10.66.123.170,corp-ws-6,Pooja Chauhan,96,2520,Investigated Insider Threat on corp-ws-6. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,DAY
TKT-002640,2026-09-07T20:06:17.297922,HIGH,Privilege Escalation,10.109.122.198,exec-ws-9,Neha Joshi,249,3735,"Responded to Privilege Escalation on exec-ws-9. Quarantined suspicious binary, submitted hash to local sandbox. Result: test traffic from red-team exercise.",False,SWING
TKT-000674,2026-09-10T23:10:02.290451,MEDIUM,Insider Threat,10.115.164.91,mail-srv-42,Amit Verma,274,2976,Reviewed Insider Threat targeting mail-srv-42. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,NIGHT
TKT-004184,2026-08-17T20:00:09.095021,MEDIUM,XSS Attack,10.114.183.22,stg-web-33,Pooja Chauhan,575,820,"Escalated XSS Attack to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,SWING
TKT-002579,2026-09-11T00:57:43.668059,LOW,Phishing Email,10.110.117.65,prod-web-15,Deepa Reddy,173,795,Reviewed Phishing Email targeting prod-web-15. Source identified as internal penetration test. Verified with Engineering team lead.,False,NIGHT
TKT-009861,2026-08-15T16:51:05.556393,LOW,SQL Injection,10.226.173.212,prod-app-31,Amit Verma,875,461,Investigated SQL Injection on prod-app-31. Contained threat by isolating the host and running full AV scan. Root cause: scheduled maintenance script execution.,False,SWING
TKT-000357,2026-08-30T19:48:42.177210,LOW,Phishing Email,10.222.66.61,net-sw-26,Amit Verma,418,834,No threat detected upon investigation.,False,SWING
TKT-009455,2026-08-26T07:05:41.193852,HIGH,Lateral Movement,10.114.255.189,hr-ws-38,Meera Iyer,245,3055,Confirmed true positive for Lateral Movement. Blocked source IP at perimeter firewall. Notified asset owner in HR.,False,DAY
TKT-007226,2026-08-27T09:58:22.032033,LOW,Ransomware,10.90.178.211,hr-ws-38,Arjun Nair,474,1581,"Escalated Ransomware to Tier-2. Forensic analysis revealed test traffic from red-team exercise. Remediation applied, monitoring for recurrence.",False,DAY
TKT-008821,2026-09-07T00:08:06.182267,HIGH,XSS Attack,10.6.98.103,dev-ws-20,Karan Mehta,124,4122,Detected XSS Attack pattern on dev-ws-20. Updated IDS signatures and added source to watchlist. test traffic from red-team exercise confirmed.,True,NIGHT
TKT-004534,2026-09-03T05:11:49.913744,LOW,SQL Injection,10.142.89.85,prod-web-45,Neha Joshi,177,471,Performed deep-dive on SQL Injection. Memory dump analysis showed no IOCs. Likely caused by scheduled maintenance script execution. Closing as benign.,False,NIGHT
